x_min x_max val stat syst 
0.00 1.00 0.00385194 0.000221596 0.000207259 
1.00 2.00 0.0361367 0.00203036 0.00155838 
2.00 3.00 0.0722447 0.00367318 0.00024249 
3.00 4.00 0.0903359 0.00192182 0.000195691 
4.00 5.00 0.0970049 0.00226043 5.65502e-06 
5.00 6.00 0.122529 0.00359368 0.00251162 
6.00 8.00 0.090628 0.00571865 4.93931e-06 
8.00 10.00 0.0780286 0.0082593 5.79241e-06 
10.00 12.00 0.0657722 0.00756292 0.00622742 
